ID	Generation	male.no	Side	Pop.	individual	RawCoord1	RawCoord2	RawCoord3	RawCoord4	RawCoord5	RawCoord6	RawCoord7	RawCoord8	RawCoord9	RawCoord10	RawCoord11	RawCoord12	RawCoord13	RawCoord14	RawCoord15	RawCoord16	RawCoord17	RawCoord18	RawCoord19	RawCoord20	RawCoord21	RawCoord22	RawCoord23	RawCoord24	RawCoord25	RawCoord26	RawCoord27	RawCoord28	RawCoord29	RawCoord30	RawCoord31	RawCoord32	RawCoord33	RawCoord34	RawCoord35	RawCoord36	RawCoord37	RawCoord38	Centroid.Size	Log.Centroid.Size	ProcCoord1	ProcCoord2	ProcCoord3	ProcCoord4	ProcCoord5	ProcCoord6	ProcCoord7	ProcCoord8	ProcCoord9	ProcCoord10	ProcCoord11	ProcCoord12	ProcCoord13	ProcCoord14	ProcCoord15	ProcCoord16	ProcCoord17	ProcCoord18	ProcCoord19	ProcCoord20	ProcCoord21	ProcCoord22	ProcCoord23	ProcCoord24	ProcCoord25	ProcCoord26	ProcCoord27	ProcCoord28	ProcCoord29	ProcCoord30	ProcCoord31	ProcCoord32	ProcCoord33	ProcCoord34	ProcCoord35	ProcCoord36	ProcCoord37	ProcCoord38	CPN	TN	ICD	CIPD	DF	stCPN	stTN	stICD	stCIPD	stDF
LG_TA17_R	LG	17	R	TA	LG_TA17	14.19117	10.13235	15.72058	6.57352	13.69117	4.52941	12.54411	4.05882	11.91176	4.29411	12.52941	4.66176	12.66176	5.32352	13.17647	7.10294	10.32352	7.29411	9.38235	6.05882	7.94117	7.0147	6.86764	6.0	8.52941	4.86764	9.05882	4.27941	7.64705	4.89705	5.04411	5.32352	4.92647	6.27941	5.73529	7.57352	7.5	8.70588	15.608281536646533	2.747801641128818	-0.2746027379842935	0.2578747844741043	-0.36937929450280704	0.028229641856248086	-0.23735632543416124	-0.10099245244688923	-0.16337419222840993	-0.13011305302446735	-0.12307019411974698	-0.11443120466340234	-0.16300321244629903	-0.09142191698289845	-0.1720922802681876	-0.04912176171884164	-0.20671895341018617	0.06450766869750185	-0.023977969907442918	0.07937953455174829	0.037497604331917386	0.0010408653757703681	0.12903203052892626	0.06364992036648778	0.19880751612056943	-4.4315947069115125E-4	0.0933027928705872	-0.0745679337409306	0.059881052565904536	-0.11276610613388083	0.14983576910759	-0.07189007957476307	0.3163998876133003	-0.04215866570675613	0.3230415611727364	0.019245902510715257	0.2699874187676341	0.10149195547286113	0.15578952722236794	0.17248606015808318	6.8	3.4	162.56	18.82	3.96	0.4532843	0.7130939	-0.334321	-0.689337	0.0640902
LG_TA18_L	LG	18	L	TA	LG_TA18	4.88235	11.85294	4.0147	6.83823	7.19117	5.05882	8.52941	4.79411	8.98529	5.35294	8.20588	5.60294	7.86764	6.29411	7.0147	8.29411	10.29411	9.19117	11.5147	8.07352	13.02941	9.45588	14.69117	8.52941	13.0147	6.80882	12.13235	6.04411	13.82352	6.88235	17.04411	7.92647	16.86764	9.17647	15.5	10.60294	13.23529	11.48529	18.79136170349417	2.9333972803841557	-0.27811799514955315	0.27043769781149113	-0.37187223505301914	0.01621571735475312	-0.22270046942434374	-0.10758886210346126	-0.15517120809993232	-0.1343497441228141	-0.12591696392343865	-0.10948296701733706	-0.164316457710949	-0.08887649863517127	-0.17536150354847096	-0.049427816453697905	-0.2007512979247687	0.06352140048505245	-0.020392740672243326	0.07888325745567339	0.032753642083968616	0.008590396399269923	0.1253916426301873	0.0663774569565489	0.2034727279100129	0.0018404742449240133	0.09910875841077345	-0.07209199487947977	0.04554827107636675	-0.10363341520010262	0.14217359380598812	-0.07603995910489135	0.32089257602993976	-0.05240354858889017	0.3236908586509083	0.01474735434064825	0.26582878682942	0.10262232724847463	0.155740014079155	0.17065872380901076	6.4	1.6	121.4	19.26	4.13	0.1377229	-0.911072	-0.739499	-0.628804	0.7389839
LG_TA18_R	LG	18	R	TA	LG_TA18	14.94117	11.94117	16.41176	7.22058	13.67647	4.64705	12.52941	4.14705	11.91176	4.42647	12.44117	4.88235	12.55882	5.54411	13.11764	7.85294	9.73529	7.98529	8.66176	6.57352	6.94117	7.69117	5.5147	6.44117	7.57352	5.08823	8.47058	4.55882	6.7647	4.95588	3.32352	5.67647	3.44117	6.69117	4.39705	8.33823	6.47058	9.70588	19.00410777299393	2.9446551543775237	-0.2963815579560817	0.27844001522615336	-0.36902176241157836	0.02844061733051359	-0.22242572026760432	-0.10426767039390057	-0.16151879862526405	-0.1294293060278462	-0.1292953600933258	-0.11408353391925086	-0.1576355927648813	-0.09062132640049575	-0.16449988546992492	-0.05590202814803315	-0.19625537587848504	0.06506663710875252	-0.01834061485462337	0.07546638032615835	0.039604028677617836	0.0022336111488768465	0.1290502104598553	0.06281290185738637	0.205407778839073	-0.0015530124714929622	0.09840739776536177	-0.07485804690466616	0.05172755388232618	-0.10364466337965622	0.14112488450205604	-0.08100544467958536	0.3215633729669512	-0.03959936635913547	0.3143420791192555	0.01371048110988321	0.262348273360678	0.09944759319101844	0.15179908874859596	0.16934616138532121	6.4	1.6	121.4	19.26	4.13	0.1377229	-0.911072	-0.739499	-0.628804	0.7389839
LG_TA19_L	LG	19	L	TA	LG_TA19	5.61764	10.58823	4.72058	6.36764	7.19117	4.79411	8.54411	4.55882	8.94117	5.0147	8.29411	5.2647	8.0	5.86764	7.13235	7.58823	10.02941	8.41176	11.33823	7.47058	12.67647	8.75	14.0	7.58823	12.58823	6.22058	12.08823	5.57352	13.27941	6.16176	16.07352	7.07352	15.98529	8.33823	14.80882	9.60294	12.52941	10.60294	16.584455332820422	2.808465830908303	-0.2684429843544121	0.25756440763213395	-0.36547349904485527	0.015769556927509157	-0.23478066293960315	-0.10346355174418657	-0.1567523540285937	-0.13147268017314773	-0.1284186138328889	-0.1084662355390427	-0.1643168113300207	-0.08688742937091119	-0.1755543495089238	-0.04798348127966408	-0.20933260208975807	0.06335954741384173	-0.02849815552952787	0.08232364946805536	0.03957911083399994	0.012768191381899446	0.13243107603428428	0.0750046644720057	0.19914552874055552	-0.007778460001329222	0.10100042109547373	-0.07451713198494686	0.06454398087597885	-0.1078327060858778	0.14152158493455633	-0.08516273341710168	0.31721666176006164	-0.0598597650161207	0.3250294854260921	0.01624816581673129	0.26815286707497854	0.10365992607569816	0.14294931588260051	0.18672606542445305	5.6	1.2	139.78	15.64	4.13	-0.4934	-1.271998	-0.558567	-1.126832	0.7389839
LG_TA19_R	LG	19	R	TA	LG_TA19	13.75	10.88235	15.47058	6.57352	13.36764	4.41176	12.14705	3.91176	11.64705	4.17647	12.13235	4.70588	12.20588	5.29411	12.61764	7.25	9.5	7.30882	8.67647	5.97058	7.05882	6.97058	5.98529	5.57352	7.72058	4.61764	8.38235	4.02941	7.14705	4.30882	3.91176	4.95588	4.04411	5.86764	4.79411	7.38235	6.57352	8.69117	16.855398948652997	2.8246710178602528	-0.2811295267939813	0.2759394168503731	-0.366675624755721	0.014105490781190042	-0.233836442675753	-0.10600356822616858	-0.1596143525352646	-0.13098985547499717	-0.13100031571072812	-0.1133941919336609	-0.16177538614452525	-0.08388148760284575	-0.16837038594662387	-0.049305766944444086	-0.2002049610094757	0.06501634501205866	-0.015724617344924127	0.08035885953635173	0.03816743460173694	0.004202566398056174	0.130209634978181	0.06959878638362318	0.19913959372515846	-0.009082564900091461	0.09995923476807542	-0.07233099124649202	0.0629803456996026	-0.10969825499663319	0.13513345831801477	-0.08843157987051138	0.32437182867847214	-0.037818730320594324	0.31306850480087334	0.015715498628001798	0.2628602543322928	0.10260877956096852	0.15244132301458857	0.1733912483658169	5.6	1.2	139.78	15.64	4.13	-0.4934	-1.271998	-0.558567	-1.126832	0.7389839
LG_TA20_L	LG	20	L	TA	LG_TA20	3.66176	11.2647	2.86764	6.38235	5.82352	4.22058	7.32352	3.86764	7.7647	4.39705	7.04411	4.73529	6.80882	5.38235	5.98529	7.45588	9.23529	8.04411	10.54411	6.85294	12.02941	8.08823	13.58823	7.04411	11.92647	5.41176	11.29411	4.75	12.85294	5.54411	16.22058	6.30882	16.07352	7.54411	14.85294	9.0147	12.54411	10.07352	19.167067614388678	2.953193577927979	-0.2997756976011178	0.2732336433427354	-0.36737950209476805	0.02412120196322351	-0.22564594780419162	-0.1040537494806231	-0.14970152770832662	-0.13047807330941624	-0.12394269981891137	-0.10538535449395445	-0.15951463469718302	-0.08393543361412556	-0.16822936811277026	-0.04908002287725369	-0.19976644157963	0.06299072611658238	-0.027907226803455386	0.07595888025102067	0.03358466888218082	0.007060552964952697	0.11735223879509872	0.06314936955911613	0.19261503175668793	5.311851484379806E-4	0.09754466163887704	-0.07520866341892829	0.06114646538955468	-0.10613953749009372	0.1463444373676204	-0.07334886349326451	0.32526799209832447	-0.05185443215398927	0.3243085186085265	0.013053265653827459	0.26890510687503966	0.09597621573900883	0.15479392480844462	0.16340908959274292	7.0	3.6	178.38	16.38	3.96	0.6110649	0.8935569	-0.178589	-1.025025	0.0640902
LG_TA20_R	LG	20	R	TA	LG_TA20	15.58823	11.17647	16.75	6.57352	14.0	4.0147	12.69117	3.5	12.20588	3.88235	12.77941	4.36764	12.89705	5.07352	13.57352	7.25	10.20588	7.54411	9.02941	6.23529	7.44117	7.38235	5.94117	6.19117	7.88235	4.75	8.61764	4.14705	6.91176	4.73529	3.55882	5.30882	3.57352	6.5	4.60294	8.07352	6.72058	9.2647	19.19415392499991	2.954605749596432	-0.3002306381032512	0.2698311454634309	-0.36509305882177623	0.031054171196064767	-0.22419014694894288	-0.10485971177953524	-0.15646647863011642	-0.13290633290968162	-0.13082013412250382	-0.11343417231777098	-0.16025557170587637	-0.08761041013754912	-0.1657252791585947	-0.0507180564015897	-0.19893362217319693	0.06333040803692476	-0.02317618817152561	0.07550172586356219	0.03690069954855619	0.006194356216415772	0.12074253294355021	0.06447950432785383	0.19778786305005494	9.97322409118248E-4	0.09528706989276944	-0.07227933308569795	0.05640540868578024	-0.1030126091606591	0.14584701415968154	-0.07395856449044501	0.3211153615442991	-0.04721278505594593	0.32146060152329625	0.014873033504433864	0.2692906645532574	0.09783433794360472	0.16005390193453792	0.16189597037746556	7.0	3.6	178.38	16.38	3.96	0.6110649	0.8935569	-0.178589	-1.025025	0.0640902
LG_TA21_L	LG	21	L	TA	LG_TA21	5.25	10.47058	4.44117	5.41176	7.69117	3.5	9.14705	3.30882	9.52941	3.89705	8.80882	4.16176	8.48529	4.80882	7.52941	6.79411	10.45588	7.63235	11.80882	6.5	13.60294	7.86764	14.97058	6.97058	13.2647	5.23529	12.75	4.47058	14.17647	5.35294	17.98529	6.83823	17.33823	7.73529	16.11764	9.07352	13.39705	10.10294	18.9126458319345	2.9398307899603306	-0.27797069109284095	0.2775696033484418	-0.3710125221666239	0.023001476558199715	-0.2215237100648937	-0.1090879478692421	-0.14784127861088076	-0.13371275121554047	-0.1220470141016804	-0.1070249882843336	-0.15680052752719187	-0.08600214589738855	-0.16706930663195171	-0.04913277394492811	-0.19667921173582215	0.06362265440699011	-0.0362179565438437	0.07762467252722852	0.02261963584736236	0.005159921836754909	0.12958033780616063	0.058091987819518034	0.19157191301681775	-0.002311707482369793	0.08547353685724277	-0.07521635615748914	0.05101724569643292	-0.10973872866335908	0.13401170723470168	-0.07831107326639718	0.3467891005638824	-0.039621200815542865	0.32225836554950393	0.01351081341570777	0.2723642558545746	0.09533506711155632	0.14147612004905036	0.17624347657219308	5.2	3.0	107.1	16.58	4.31	-0.808961	0.3521681	-0.880268	-0.99751	1.4535772
LG_TA21_R	LG	21	R	TA	LG_TA21	15.5	11.33823	17.14705	6.61764	14.47058	4.04411	13.11764	3.54411	12.66176	3.97058	13.23529	4.41176	13.36764	5.13235	13.91176	7.30882	10.85294	7.55882	9.61764	6.19117	7.97058	7.2647	6.60294	6.05882	8.60294	4.70588	9.2647	4.05882	7.58823	4.63235	3.92647	5.44117	4.32352	6.57352	5.16176	8.0147	7.61764	9.48529	18.78197707992033	2.9328977440601105	-0.2769327827010433	0.2799579624759709	-0.3666400713660316	0.02920013074964449	-0.2251559925034756	-0.1090043707778795	-0.15329855876389797	-0.13620673077330075	-0.12883495186732247	-0.1136807727777539	-0.15920394997295928	-0.08993986105710625	-0.1659509484892776	-0.051503382267895255	-0.19402083902681377	0.06465610568330563	-0.030975098715571095	0.07668857486320137	0.03424278254645407	0.003318561900458648	0.1224298728001301	0.059812355749052595	0.19477373469466427	-0.005001306059977215	0.08768050369576627	-0.07622524890379348	0.05215375853285581	-0.11041446574174846	0.14169223892148258	-0.08057037318432325	0.33707824228112715	-0.03903953440687263	0.3164185141341816	0.021446388508969252	0.2723634175288184	0.09857344095013741	0.1421801282709118	0.17793252506990975	5.2	3.0	107.1	16.58	4.31	-0.808961	0.3521681	-0.880268	-0.99751	1.4535772
LG_TA23_L	LG	23	L	TA	LG_TA23	3.5147	11.22058	3.55882	6.05882	6.97058	4.05882	8.47058	3.88235	8.82352	4.52941	8.04411	4.79411	7.70588	5.39705	6.58823	7.41176	9.64705	8.41176	11.0147	7.2647	12.44117	8.83823	14.27941	8.0	12.79411	6.11764	12.38235	5.23529	13.52941	6.07352	17.30882	7.80882	16.88235	8.70588	15.35294	9.97058	12.80882	10.91176	19.68897446884744	2.980058807437205	-0.3049965153610101	0.2865267154807989	-0.3622761662853752	0.030517327427423135	-0.21642958605540938	-0.10776255861739419	-0.14421066202638522	-0.1337715864831954	-0.1192885202175039	-0.1058116765955971	-0.1548206612143333	-0.08373272558605553	-0.16461679043352512	-0.04998997332356722	-0.19673865389433443	0.062608754557614	-0.03380256187566399	0.07688702498246314	0.020692041276984357	0.004358029795385911	0.10942339986823466	0.06581993492231104	0.1907546506511382	0.0031509388059665633	0.09555402348674144	-0.07291495544181868	0.06499920252776789	-0.11184504279810148	0.13145627025685586	-0.08355969381794494	0.3384988691115368	-0.041198723815970055	0.32772301330252573	0.008133475987447084	0.26658747939086175	0.08835321144455235	0.15149116749089359	0.16423152307568276	5.8	3.2	113.98	22.14	4.31	-0.335619	0.532631	-0.812542	-0.232582	1.4535772
LG_TA23_R	LG	23	R	TA	LG_TA23	14.63235	10.83823	15.86764	5.60294	12.72058	3.58823	11.45588	3.20588	10.95588	3.69117	11.61764	4.10294	11.85294	4.73529	12.80882	6.91176	9.60294	7.69117	8.38235	6.45588	6.83823	7.85294	5.13235	6.82352	6.7647	5.13235	7.32352	4.36764	6.08823	4.98529	2.45588	6.30882	2.7647	7.41176	4.05882	8.7647	6.35294	9.79411	19.095559110674206	2.9494558007240284	-0.267608702090642	0.2818534758515263	-0.3699554153218443	0.019258756344005562	-0.2214054548859652	-0.10829581621033452	-0.1585682578873951	-0.13737966615170316	-0.12908133699816676	-0.11585323284116242	-0.16041123642044264	-0.08965270152051645	-0.1679957487020711	-0.05512031227642784	-0.20167426995809967	0.06479076601598091	-0.029634974705626472	0.0817871650867738	0.024668965773137843	0.008766782016541477	0.11500332107092684	0.0699630206065677	0.19597980762391468	0.004071501379323626	0.09891630171881166	-0.07173457469886092	0.06432252881272642	-0.1073259640774796	0.1329550983497905	-0.08430326734746733	0.3310944882271428	-0.04220512096248344	0.3231369427875536	0.017284597335497504	0.2658845686001775	0.09695291695450096	0.1543733740060713	0.16714167449571707	5.8	3.2	113.98	22.14	4.31	-0.335619	0.532631	-0.812542	-0.232582	1.4535772
LG_TA24_L	LG	24	L	TA	LG_TA24	3.27941	10.48529	3.5	5.48529	6.45588	3.91176	8.07352	3.70588	8.33823	4.30882	7.58823	4.57352	7.22058	5.16176	6.14705	7.02941	8.94117	8.02941	10.54411	7.0	12.05882	8.58823	13.80882	7.70588	12.14705	5.79411	11.57352	5.0	13.08823	5.95588	16.48529	7.22058	16.25	8.60294	14.7647	9.88235	11.97058	10.69117	19.099620857821126	2.9496684844797056	-0.3005042276507687	0.2745770426782895	-0.353018870670749	0.017681364827301718	-0.2228347432283956	-0.09995611072968823	-0.14325978813497137	-0.1310195961814419	-0.12212150489110375	-0.10375569233689008	-0.15686392519835035	-0.08075001172021712	-0.168048838021029	-0.04617173822773397	-0.1988125433422559	0.06242059330028554	-0.04406068650867423	0.07764603234297107	0.02427189718456817	0.004913081613846912	0.12146972972703386	0.0663275417641929	0.19915747770789394	-8.080722314316238E-4	0.09037048734320308	-0.07678523382015323	0.051107422737490873	-0.10983746036069386	0.14025583565552965	-0.08055615196144741	0.32900244619576957	-0.05954804423646651	0.3346383155887611	0.013684935704560558	0.27546008678374545	0.09762426247847145	0.14379142872230177	0.17431325709624518	5.8	2.8	166.64	20.34	4.13	-0.335619	0.1717052	-0.294157	-0.48022	0.7389839
LG_TA24_R	LG	24	R	TA	LG_TA24	15.13235	11.5147	16.35294	6.27941	13.92647	4.33823	12.58823	3.80882	12.05882	4.16176	12.73529	4.67647	12.80882	5.33823	13.42647	7.47058	10.19117	7.67647	9.08823	6.2647	7.30882	7.30882	5.88235	6.11764	7.85294	4.7647	8.58823	4.10294	6.97058	4.63235	3.61764	5.04411	3.48529	6.29411	4.5	7.79411	6.60294	9.19117	18.83797425638352	2.935874739820624	-0.2972661672835149	0.2795034661646677	-0.3567754875994981	2.604506431391346E-4	-0.22591899261400028	-0.1003981214700167	-0.1543068871165143	-0.1271500110561818	-0.12655389525626237	-0.1078611377606674	-0.16300243472643644	-0.08122000306511556	-0.1675851424227228	-0.04614969769760227	-0.2025546702538684	0.06646557003183542	-0.03094691779892666	0.0806983194842158	0.029064035240776998	0.006847428413380997	0.12249586943698897	0.0641151721965788	0.19946263043364584	0.002298261717498397	0.09619567776553696	-0.07155688392995238	0.05781821808889179	-0.10744981499515815	0.14318962540012517	-0.07768589253760996	0.32085313560294854	-0.05239512755685743	0.32659195685824627	0.014119384023028966	0.27117412529670154	0.09275428478754218	0.15806532094788156	0.16480435260727339	5.8	2.8	166.64	20.34	4.13	-0.335619	0.1717052	-0.294157	-0.48022	0.7389839
LG_TA25_L	LG	25	L	TA	LG_TA25	3.14705	11.92647	3.0	6.17647	6.57352	3.83823	8.36764	3.54411	8.77941	4.25	7.88235	4.63235	7.5147	5.30882	6.33823	7.58823	9.80882	8.57352	11.44117	7.38235	13.02941	8.98529	14.98529	7.89705	13.22058	5.94117	12.60294	5.02941	14.22058	5.95588	18.35294	7.83823	17.75	8.95588	16.11764	10.42647	13.29411	11.42647	21.980736728309466	3.0901664665352055	-0.2981209456169842	0.28619034656076936	-0.3592047020885302	0.03165199142077449	-0.22231637733424708	-0.10630855271618646	-0.1452512166816654	-0.1364116180375708	-0.12022888114785027	-0.10889955669490961	-0.15653069943852282	-0.08337570339583394	-0.16647808442564582	-0.04977789039371737	-0.19722719292578259	0.0628365263415756	-0.033401852879063415	0.0737830219038503	0.027956582221993292	0.005280669430232285	0.1138533795126037	0.061569268714780176	0.19058868659929185	-0.005418396842471786	0.09349281036233106	-0.07574040150497119	0.05735233820684604	-0.110466346813713	0.13814373919240067	-0.0845666853643082	0.339920084131277	-0.03997988032580694	0.32368783945303475	0.015489753803051023	0.26497865414756727	0.0964286712362181	0.14878583871094742	0.1677147826782395	5.2	1.0	142.54	17.3	3.96	-0.808961	-1.452461	-0.531397	-0.898455	0.0640902
LG_TA25_R	LG	25	R	TA	LG_TA25	15.52941	11.47058	16.33823	5.02941	12.88235	2.94117	11.2647	2.5147	10.58823	3.04411	11.38235	3.55882	11.60294	4.23529	12.63235	6.70588	9.11764	7.39705	7.57352	6.04411	5.80882	7.58823	4.05882	6.38235	6.0	4.55882	6.77941	3.72058	5.04411	4.38235	1.36764	5.58823	1.5	7.25	2.80882	8.72058	5.32352	9.85294	21.83294318200848	3.0834199842871057	-0.29582508155875603	0.29839143734504986	-0.3704408727294965	0.010368586625564336	-0.2255976870121875	-0.10490152546089708	-0.1545559030536515	-0.13378979682854128	-0.12070576735159906	-0.11368902179562423	-0.1537887200846139	-0.08563196693005648	-0.159845417016878	-0.05357533074662453	-0.19212888630197494	0.06478439993219032	-0.02826699731094628	0.07556716193118732	0.03397874207418897	0.004982344292420967	0.1232802596510922	0.0648166195344009	0.19575958359886161	-2.95196477389445E-4	0.09679746533526604	-0.07179295675360524	0.056438701403832815	-0.1053260959551471	0.1392250849244305	-0.08541779681464196	0.3134820685441302	-0.052197788388223344	0.31720855989177443	0.02410594790247604	0.2663362240713955	0.09866951894470173	0.1586486429251317	0.1649314596427594	5.2	1.0	142.54	17.3	3.96	-0.808961	-1.452461	-0.531397	-0.898455	0.0640902
LG_TA26_L	LG	26	L	TA	LG_TA26	4.55882	10.85294	3.88235	6.30882	6.60294	4.75	7.89705	4.45588	8.11764	5.0	7.60294	5.22058	7.36764	5.75	6.52941	7.48529	9.5147	8.25	10.77941	7.22058	12.23529	8.44117	13.63235	7.44117	12.07352	6.10294	11.58823	5.38235	12.85294	6.05882	15.91176	7.10294	15.77941	8.17647	14.63235	9.32352	12.36764	10.20588	17.347186069936836	2.853430307068481	-0.2892103554899482	0.26676173128273956	-0.3668850462376893	0.013415317493292278	-0.22512997823056533	-0.09891893451125484	-0.15385032390952028	-0.12682585872299035	-0.13657879110980328	-0.097696549356936	-0.16404514666333891	-0.0806811243509839	-0.17290862262279275	-0.0484580153061924	-0.20578444909614169	0.057731532597178455	-0.028950462934133173	0.07565973713053202	0.034318625471519315	0.006063366051107605	0.12784987598829567	0.06315648798028747	0.19892968776505343	-0.005897169788658542	0.09851440959820812	-0.06881896202571466	0.06462982289015459	-0.10573991546071097	0.14259053259510213	-0.07803672903923163	0.3260377904399041	-0.04480573808874211	0.3277151232002813	0.017560675811812573	0.27216207835118394	0.09286034882164745	0.15059522999423017	0.16266979948281873	6.0	2.0	117.8	16.08	4.31	-0.177838	-0.550147	-0.774938	-1.066299	1.4535772
LG_TA26_R	LG	26	R	TA	LG_TA26	14.10294	10.79411	14.73529	6.57352	12.22058	4.63235	11.05882	4.25	10.67647	4.63235	11.17647	5.02941	11.32352	5.58823	12.0147	7.39705	9.0	7.94117	7.85294	6.82352	6.2647	7.98529	5.02941	6.79411	6.5147	5.64705	7.2647	5.02941	5.91176	5.58823	2.91176	6.41176	3.0	7.5	3.94117	8.75	6.29411	9.75	17.27169746984111	2.849069177417669	-0.3026008182246057	0.2660996505011676	-0.36110846829358717	0.025785660702904417	-0.226071418263356	-0.09935622274913021	-0.16099875378061226	-0.1274709862770786	-0.13693832296559688	-0.10738885240287444	-0.16374202469318963	-0.08187337998383457	-0.1693215137172209	-0.048851169819759004	-0.1997925601280506	0.059151708224838825	-0.022979485466091378	0.07485423322262393	0.03739764766422434	0.004371692093590113	0.13509824760411626	0.06315320924722292	0.20020398150744836	-0.012018126943747827	0.10849868818084135	-0.07050518138597035	0.0620075212906771	-0.10225173205707774	0.14301095971029754	-0.07703831314588581	0.3204653418889001	-0.0451355133834076	0.3210266248508484	0.01812969325085481	0.2732038949080886	0.09518695838954762	0.14264045792686825	0.16515667251601535	6.0	2.0	117.8	16.08	4.31	-0.177838	-0.550147	-0.774938	-1.066299	1.4535772
LG_TA27_L	LG	27	L	TA	LG_TA27	3.38235	10.70588	3.41176	5.23529	6.94117	3.73529	8.27941	3.70588	8.57352	4.2647	7.88235	4.45588	7.5	5.11764	6.36764	7.0	9.30882	8.22058	10.72058	7.16176	12.2647	8.79411	13.95588	7.98529	12.30882	6.02941	11.97058	5.25	13.14705	6.08823	16.77941	7.75	16.32352	8.82352	14.86764	10.14705	12.33823	10.92647	19.360915452958583	2.963256366523808	-0.29188360175494416	0.2866093861688668	-0.36773982300555064	0.014311065116357102	-0.21353055506511806	-0.11013124245371356	-0.1474266266035342	-0.13051207708283816	-0.12490832403996997	-0.10689408360706552	-0.15656203447317302	-0.08762031304784393	-0.16621077818872398	-0.049327771313189724	-0.1958886429857785	0.06023670517859795	-0.03244864312091958	0.07933071109250689	0.022757045651809533	0.006751787755193493	0.12256514323909387	0.06606057137396995	0.19519062564135256	0.001953793581734857	0.08569579787229957	-0.07197639354918192	0.057858231538927704	-0.10593550311626673	0.1281922289800988	-0.08089696252736447	0.3322034260473452	-0.049641187886081	0.32471726728264433	0.010160849416570791	0.2710607668321057	0.09651804389980467	0.15635849615203437	0.17100262099994365	6.0	3.2	169.66	22.5	4.13	-0.177838	0.532631	-0.264428	-0.183054	0.7389839
LG_TA27_R	LG	27	R	TA	LG_TA27	14.05882	11.57352	15.95588	6.33823	13.16176	4.0147	11.86764	3.58823	11.36764	3.97058	11.92647	4.45588	12.07352	5.14705	12.58823	7.33823	9.45588	7.67647	8.30882	6.2647	6.42647	7.39705	5.2647	5.57352	7.16176	4.61764	7.80882	4.08823	6.35294	4.54411	2.61764	5.17647	2.72058	6.41176	3.72058	8.0147	5.83823	9.36764	19.12080862710653	2.9507771989416494	-0.2747012194667652	0.2840799083034805	-0.37060550898700184	0.008906511456911834	-0.22289266814405084	-0.11093072255510628	-0.15488181685638125	-0.13243061964740493	-0.128959219111675	-0.11209430945881699	-0.1585258825738813	-0.08705631524775925	-0.16666291476536535	-0.05097763806645957	-0.19500722857768868	0.06336969697325628	-0.03127673450628475	0.08307008661038513	0.029655707568392232	0.009917140019718496	0.127434161233252	0.07038476819726396	0.18942341573222976	-0.024268941326650556	0.09075227971853783	-0.0755409808769136	0.05721565469962125	-0.10367390315751404	0.13313631200820464	-0.07887523943123054	0.3282174225254999	-0.04339724732055216	0.32203772561594385	0.02118462900948133	0.2686714784474403	0.10443905755449613	0.15696903543997243	0.17389411896341436	6.0	3.2	169.66	22.5	4.13	-0.177838	0.532631	-0.264428	-0.183054	0.7389839
LG_TA28_L	LG	28	L	TA	LG_TA28	4.75	12.0	4.20588	6.7647	7.5	4.60294	9.02941	4.42647	9.47058	5.05882	8.73529	5.30882	8.42647	5.92647	7.2647	8.11764	10.35294	9.14705	11.92647	8.0	13.30882	9.55882	15.11764	8.52941	13.52941	6.77941	13.07352	5.88235	14.38235	6.77941	17.77941	8.14705	17.58823	9.42647	16.05882	10.73529	13.42647	11.52941	19.684505571192954	2.9798318070466308	-0.28138801393947876	0.2847491147780026	-0.36573883441177635	0.030910027614827862	-0.22594927918005425	-0.11244750796764481	-0.15198621654367567	-0.13796090250897747	-0.12316808021487777	-0.11141576281103652	-0.15691902830532434	-0.09095229055611569	-0.16547669794451178	-0.05691697684087856	-0.1991223409905822	0.06454132409114902	-0.03458657860280842	0.08179177234759111	0.030928201438410248	0.007631592982588892	0.11660786188671007	0.06984250202356777	0.1950898226513375	-0.0010572898160309402	0.09710269041033541	-0.07050212927330834	0.0646458464059332	-0.11002116707539858	0.13943268469488085	-0.0798436458212397	0.3230000542701331	-0.049190681151599476	0.3275206825780478	0.0163928192781531	0.26596652744090366	0.09810037400968405	0.14404069835639735	0.16634882669666595	6.0	3.2	166.04	19.74	3.79	-0.177838	0.532631	-0.300064	-0.562767	-0.610803
